,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
661,EECS 562,Nonlinear Systems and Control,Engineering,ENG,Electrical Engr & Computer Sci,EECS,562,3.7903225806451615,62,500.0,False,0.0,False,88.70967741935483
662,EECS 564,"Estimation, Filtering, and Detection",Engineering,ENG,Electrical Engr & Computer Sci,EECS,564,3.6171428571428574,70,500.0,False,0.0,False,68.57142857142857
663,EECS 565,Linear Feedback Control Systems,Engineering,ENG,Electrical Engr & Computer Sci,EECS,565,3.5292682926829273,82,500.0,False,1.2195121951219512,False,63.41463414634146
664,EECS 568,Mobile Robotics: Methods and Algorithms,Engineering,ENG,Electrical Engr & Computer Sci,EECS,568,3.6586666666666665,75,500.0,False,0.0,False,70.66666666666667
665,EECS 570,Parallel Computer Architecture,Engineering,ENG,Electrical Engr & Computer Sci,EECS,570,3.614563106796117,103,500.0,False,0.0,False,67.96116504854369
666,EECS 573,Microarchitecture,Engineering,ENG,Electrical Engr & Computer Sci,EECS,573,3.84375,32,500.0,False,0.0,False,84.375
667,EECS 579,Digital System Testing,Engineering,ENG,Electrical Engr & Computer Sci,EECS,579,3.6566666666666667,30,500.0,False,0.0,False,66.66666666666666
668,EECS 583,Advanced Compilers,Engineering,ENG,Electrical Engr & Computer Sci,EECS,583,3.818939393939394,132,500.0,False,0.0,False,84.0909090909091
669,EECS 586,Design and Analysis of Algorithms,Engineering,ENG,Electrical Engr & Computer Sci,EECS,586,3.2931818181818184,176,500.0,False,2.272727272727273,False,37.5
670,EECS 587,Parallel Computing,Engineering,ENG,Electrical Engr & Computer Sci,EECS,587,3.4464788732394367,142,500.0,False,0.7042253521126761,False,47.183098591549296
671,EECS 588,Computer and Network Security,Engineering,ENG,Electrical Engr & Computer Sci,EECS,588,3.8075757575757576,66,500.0,False,0.0,False,89.39393939393939
672,EECS 591,Distribute Sys,Engineering,ENG,Electrical Engr & Computer Sci,EECS,591,3.7903225806451615,31,500.0,False,0.0,False,83.87096774193549
673,EECS 592,Foundations of Artificial Intelligence,Engineering,ENG,Electrical Engr & Computer Sci,EECS,592,3.601809954751131,221,500.0,False,0.0,False,61.53846153846154
674,EECS 595,Natural Language Processing,Engineering,ENG,Electrical Engr & Computer Sci,EECS,595,3.804716981132075,106,500.0,False,0.0,False,85.84905660377359
675,EECS 598,Special Topics in Electrical Engineering and Computer Science,Engineering,ENG,Electrical Engr & Computer Sci,EECS,598,3.736116910229645,479,500.0,False,0.0,False,78.07933194154488
676,EHS 500,Principles of EHS,Public Health,PH,Environmental Health Sciences,EHS,500,3.8378048780487806,492,500.0,False,0.20325203252032523,False,88.6178861788618
677,EHS 504,Genes&the Envir,Public Health,PH,Environmental Health Sciences,EHS,504,3.986666666666667,75,500.0,False,0.0,True,98.66666666666667
678,EHS 581,Principles Rad Hlth,Public Health,PH,Environmental Health Sciences,EHS,581,3.991428571428571,35,500.0,False,0.0,True,100.0
679,EHS 601,Exposure Science and Health,Public Health,PH,Environmental Health Sciences,EHS,601,3.927710843373494,83,600.0,False,0.0,True,100.0
680,EHS 602,Essentials of Toxicology,Public Health,PH,Environmental Health Sciences,EHS,602,3.6279999999999997,75,600.0,False,0.0,False,76.0
681,EHS 603,Occ Env Disease,Public Health,PH,Environmental Health Sciences,EHS,603,3.720779220779221,77,600.0,False,0.0,False,83.11688311688312
682,EHS 604,Prof Perspectives,Public Health,PH,Environmental Health Sciences,EHS,604,3.83,30,600.0,False,0.0,True,100.0
683,EHS 796,Special Topics in Environmental Health Sciences,Public Health,PH,Environmental Health Sciences,EHS,796,3.9390243902439024,82,,False,0.0,True,93.90243902439023
684,ENGLISH 124,Academic Writing and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,124,3.5880707762557074,1752,100.0,False,1.0844748858447488,False,67.46575342465754
685,ENGLISH 125,Writing and Academic Inquiry,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,125,3.6573234984193888,5694,100.0,False,0.5444327362135581,False,72.32174218475589
686,ENGLISH 140,First-Year Seminar on English Language and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,140,3.6639455782312917,147,100.0,False,0.6802721088435374,False,78.91156462585033
687,ENGLISH 203,Introduction to Language and Rhetoric,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,203,3.604444444444445,90,200.0,False,1.1111111111111112,False,67.77777777777779
688,ENGLISH 221,Literature and Writing Outside the Classroom,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,221,3.895890410958904,73,200.0,False,0.0,True,94.52054794520548
689,ENGLISH 223,Creative Writing,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,223,3.778188899707888,1027,200.0,False,1.1684518013631937,False,85.00486854917236
690,ENGLISH 225,Academic Argumentation,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,225,3.5989677419354837,775,200.0,False,1.5483870967741935,False,69.03225806451613
691,ENGLISH 229,Professional Writing,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,229,3.6686440677966097,118,200.0,False,4.23728813559322,False,77.96610169491525
692,ENGLISH 230,Introduction to Short Story and Novel,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,230,3.676859504132232,121,200.0,False,0.0,False,70.24793388429752
693,ENGLISH 258,The Bible as Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,258,3.697674418604651,43,200.0,False,0.0,False,76.74418604651163
694,ENGLISH 290,Themes in Language and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,290,3.435714285714286,70,200.0,False,4.285714285714286,False,68.57142857142857
695,ENGLISH 292,Topics in Language and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,292,3.5150000000000006,80,200.0,False,0.0,False,61.25000000000001
696,ENGLISH 298,Introduction to Literary Studies,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,298,3.6307349665924282,449,200.0,False,0.22271714922048996,False,70.8240534521158
697,ENGLISH 305,Exploring the English Language,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,305,3.369512195121951,82,300.0,False,3.6585365853658534,False,59.756097560975604
698,ENGLISH 313,Topics in Literary Studies,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,313,3.5426621160409555,293,300.0,False,1.3651877133105803,False,63.82252559726962
699,ENGLISH 314,Gender and Sexuality Studies in Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,314,3.6466666666666665,45,300.0,False,2.2222222222222223,False,73.33333333333333
700,ENGLISH 315,Women and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,315,3.6068181818181824,88,300.0,False,2.272727272727273,False,65.9090909090909
701,ENGLISH 317,Literature and Culture,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,317,3.582304526748971,243,300.0,False,1.2345679012345678,False,68.3127572016461
702,ENGLISH 318,Genre Studies,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,318,3.65625,208,300.0,False,0.9615384615384616,False,75.96153846153845
703,ENGLISH 319,Literature and Social Change,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,319,3.29140625,128,300.0,False,11.71875,False,64.0625
704,ENGLISH 323,Creative Writing:  Fiction,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,323,3.7914728682170544,129,300.0,False,0.7751937984496124,False,87.59689922480621
705,ENGLISH 325,Art of the Essay,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,325,3.5690949227373068,906,300.0,False,1.1037527593818985,False,66.44591611479028
706,ENGLISH 340,Studies in Poetry,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,340,3.765463917525773,194,300.0,False,0.5154639175257731,False,80.9278350515464
707,ENGLISH 341,Fantasy,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,341,3.7984536082474225,194,300.0,False,0.0,False,86.5979381443299
708,ENGLISH 346,Performance Studies,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,346,3.8652173913043475,46,300.0,False,2.1739130434782608,False,93.47826086956522
709,ENGLISH 351,"Literature in English, 1660-1830","Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,351,3.466279069767442,86,300.0,False,1.1627906976744187,False,59.30232558139535
710,ENGLISH 352,"Literature in English, 1830-Present","Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,352,3.3111111111111113,36,300.0,False,0.0,False,27.77777777777778
711,ENGLISH 361,The Victorian Novel,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,361,3.3131578947368423,76,300.0,False,0.0,False,36.84210526315789
712,ENGLISH 362,The American Novel,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,362,3.4712765957446803,94,300.0,False,1.0638297872340425,False,51.06382978723404
713,ENGLISH 363,The Modern Novel,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,363,3.2652173913043474,69,300.0,False,2.898550724637681,False,34.78260869565217
714,ENGLISH 367,Shakespeare's Principal Plays,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,367,3.4885844748858443,219,300.0,False,2.73972602739726,False,60.273972602739725
715,ENGLISH 375,World Literatures in English,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,375,3.68,30,300.0,False,0.0,False,80.0
716,ENGLISH 398,Junior Seminar in English Studies,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,398,3.6424460431654677,139,300.0,False,1.4388489208633095,False,76.2589928057554
717,ENGLISH 407,Topics in Language and Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,407,3.344117647058823,34,400.0,False,2.941176470588235,False,44.11764705882353
718,ENGLISH 411,Art of the Film,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,411,3.9212121212121214,33,400.0,False,0.0,True,93.93939393939394
719,ENGLISH 418,Graphic Narrative,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,418,3.527777777777778,36,400.0,False,2.7777777777777777,False,69.44444444444444
720,ENGLISH 423,Advanced Fiction Writing,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,423,3.94,30,400.0,False,0.0,True,100.0
721,ENGLISH 425,Advanced Essay Writing,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,425,3.622406639004149,241,400.0,False,0.0,False,69.70954356846472
722,ENGLISH 440,Modern Poetry,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,440,3.5566666666666666,30,400.0,False,0.0,False,63.33333333333333
723,ENGLISH 450,Studies in Medieval and Renaissance Literature,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,450,3.6058823529411765,68,400.0,False,4.411764705882353,False,77.94117647058823
724,ENGLISH 451,"Studies in Literature, 1600-1830","Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,451,3.5417391304347823,115,400.0,False,1.7391304347826086,False,66.95652173913044
725,ENGLISH 465,Chaucer: The Canterbury Tales,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,465,3.647058823529412,34,400.0,False,8.823529411764707,False,88.23529411764706
726,ENGLISH 469,Milton,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,469,3.4741935483870967,31,400.0,False,9.67741935483871,False,77.41935483870968
727,ENGLISH 630,Special Topics,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,630,3.990625,32,600.0,False,0.0,True,100.0
728,ENGLISH 675,Create Writing Proj,"Literature, Science & the Arts",LSA,English Language & Literature Dept,ENGLISH,675,3.99,30,600.0,False,0.0,True,100.0
729,ENGR 100,Intro Engineering,Engineering,ENG,Engineering Undergraduate Educ,ENGR,100,3.5325674690007296,2742,100.0,False,0.5105762217359592,False,60.68563092633114
730,ENGR 101,"Introduction to Computers and Programming

Algorithms and programming in C++ and Matlab, computing as a tool in engineering, introduction to the organization of digital computers.",Engineering,ENG,Engineering Undergraduate Educ,ENGR,101,3.5517816527672474,2638,100.0,False,2.6914329037149356,False,68.23351023502654
731,ENGR 110,Design Your Engineering Experience,Engineering,ENG,Engineering Undergraduate Educ,ENGR,110,3.9157492354740056,654,100.0,False,0.3058103975535168,False,94.18960244648318
732,ENGR 151,Accelerated Introduction to Computers and Programming,Engineering,ENG,Engineering Undergraduate Educ,ENGR,151,3.7892241379310345,232,100.0,False,1.293103448275862,False,84.91379310344827
733,ENGR 255,Introductory Multidisciplinary Engineering Project,Engineering,ENG,Engineering Undergraduate Educ,ENGR,255,3.8193548387096774,372,200.0,False,1.0752688172043012,False,89.24731182795699
734,ENGR 260,Engineering Across Cultures,Engineering,ENG,Engineering Undergraduate Educ,ENGR,260,3.9302083333333333,192,200.0,False,0.0,True,97.39583333333334
735,ENGR 280,Undergrad Research,Engineering,ENG,Engineering Undergraduate Educ,ENGR,280,3.878823529411765,85,200.0,False,0.0,False,89.41176470588236
736,ENGR 290,Special Topics in Engineering,Engineering,ENG,Engineering Undergraduate Educ,ENGR,290,3.9792349726775957,183,200.0,False,0.0,True,97.26775956284153
737,ENGR 355,Intermediate Multidisciplinary Engineering Project,Engineering,ENG,Engineering Undergraduate Educ,ENGR,355,3.840339702760085,471,300.0,False,0.0,False,88.1104033970276
738,ENGR 390,Special Topics in Engineering,Engineering,ENG,Engineering Undergraduate Educ,ENGR,390,4.0,121,300.0,False,0.0,True,100.0
739,ENGR 455,Advanced Multidisciplinary Engineering Project,Engineering,ENG,Engineering Undergraduate Educ,ENGR,455,3.8589147286821706,258,400.0,False,0.0,False,89.14728682170544
740,ENGR 490,Special Topics in Engineering,Engineering,ENG,Engineering Undergraduate Educ,ENGR,490,4.0,75,400.0,False,0.0,True,100.0
741,ENGR 599,Special Topics in Engineering,Engineering,ENG,Engineering Undergraduate Educ,ENGR,599,3.715697674418604,344,500.0,False,0.29069767441860467,False,77.03488372093024
742,ENS 335,String Quartet,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,335,3.953225806451613,62,300.0,False,0.0,True,96.7741935483871
743,ENS 344,Univ Campus Orch,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,344,3.9753968253968255,378,300.0,False,0.0,True,99.20634920634922
744,ENS 345,Univ Orchestras,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,345,3.9169042769857434,491,300.0,False,0.20366598778004072,False,93.68635437881873
745,ENS 346,Campus Band,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,346,3.9985074626865673,670,300.0,False,0.0,True,99.85074626865672
746,ENS 347,Univ Band,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,347,3.97450495049505,404,300.0,False,0.0,True,98.01980198019803
747,ENS 348,Marching Band,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ENS,348,3.9704370179948585,1167,300.0,False,0.34275921165381323,False,98.62896315338475
